subject,issuer,subject_common_name,not_before,not_after,key_size,label
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: tQPtic,的撒娇好,2023-09-10T13:08:31+00:00,2035-08-13T05:40:48+00:00,1536,malicious
Organizational Unit: Federal Bank,"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",,2023-02-14T13:33:35+00:00,2037-10-07T06:33:37+00:00,3508,benign
Common Name: tQPtic,Common Name: uDxBFvtzt,tQPtic,2022-04-20T13:08:31+00:00,2036-04-07T05:40:48+00:00,1920,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",fssnet mpay,2013-04-03T13:33:35+00:00,2041-11-02T06:33:37+00:00,2676,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Paytm,2012-02-15T13:33:35+00:00,2058-09-23T06:33:37+00:00,2676,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",ICICI BANK,2021-09-09T13:33:35+00:00,2063-01-19T06:33:37+00:00,2932,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",AXIS BANK,2020-11-25T13:33:35+00:00,2057-01-18T06:33:37+00:00,2740,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Vivek Soneja,2016-04-30T13:33:35+00:00,2052-08-20T06:33:37+00:00,2164,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",BHIM,2015-11-29T13:33:35+00:00,2062-10-16T06:33:37+00:00,884,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Paytm,2023-06-18T13:33:35+00:00,2039-08-03T06:33:37+00:00,1716,benign
Common Name: bklcBIPVzk,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",bklcBIPVzk,2024-10-05T13:08:31+00:00,2048-01-10T05:40:48+00:00,1408,malicious
Organizational Unit: Federal Bank,"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",,2020-09-17T13:33:35+00:00,2035-10-08T06:33:37+00:00,3764,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",ICICI BANK,2023-04-21T13:33:35+00:00,2036-04-02T06:33:37+00:00,2932,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Paytm,2017-11-20T13:33:35+00:00,2056-01-03T06:33:37+00:00,3508,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Bank of Baroda,2013-04-17T13:33:35+00:00,2056-05-07T06:33:37+00:00,2996,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",ICICI BANK,2021-12-06T13:33:35+00:00,2054-03-31T06:33:37+00:00,3316,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: xolbzxs,的撒娇好,2025-07-18T13:08:31+00:00,2038-04-04T05:40:48+00:00,1728,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",ICICI BANK,2015-10-30T13:33:35+00:00,2050-06-10T06:33:37+00:00,3188,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Organizational Unit: Federal Bank,ICICI BANK,2019-09-18T13:33:35+00:00,2049-04-26T06:33:37+00:00,2420,benign
Common Name: tQPtic,Common Name: ljRKCxEllEZC,tQPtic,2022-11-14T13:08:31+00:00,2042-03-17T05:40:48+00:00,704,malicious
Common Name: ljRKCxEllEZC,Common Name: tQPtic,ljRKCxEllEZC,2021-05-04T13:08:31+00:00,2046-01-31T05:40:48+00:00,1792,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",BHIM,2020-03-05T13:33:35+00:00,2040-04-06T06:33:37+00:00,3060,benign
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india","Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",axis,2021-07-28T13:08:31+00:00,2035-12-14T05:40:48+00:00,1472,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Bank of Baroda,2021-08-03T13:33:35+00:00,2043-08-09T06:33:37+00:00,2996,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",ICICI BANK,2014-02-07T13:33:35+00:00,2041-08-25T06:33:37+00:00,3828,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",LOTUS,2019-07-04T13:33:35+00:00,2038-03-24T06:33:37+00:00,1396,benign
Common Name: tQPtic,"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",tQPtic,2021-03-07T13:08:31+00:00,2039-09-04T05:40:48+00:00,832,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",AXIS BANK,2013-10-31T13:33:35+00:00,2060-09-03T06:33:37+00:00,692,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",BHIM,2013-08-29T13:33:35+00:00,2057-06-14T06:33:37+00:00,2996,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",Common Name: xolbzxs,Dmitrii Barbasura,2023-03-18T13:08:31+00:00,2035-08-23T05:40:48+00:00,1344,malicious
Common Name: uDxBFvtzt,"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",uDxBFvtzt,2024-12-05T13:08:31+00:00,2035-11-21T05:40:48+00:00,1472,malicious
Common Name: uDxBFvtzt,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",uDxBFvtzt,2023-02-24T13:08:31+00:00,2043-06-20T05:40:48+00:00,1600,malicious
Common Name: xolbzxs,Common Name: ljRKCxEllEZC,xolbzxs,2023-01-04T13:08:31+00:00,2044-07-27T05:40:48+00:00,960,malicious
Organizational Unit: Federal Bank,"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",,2014-09-04T13:33:35+00:00,2067-04-16T06:33:37+00:00,2932,benign
Common Name: uDxBFvtzt,"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",uDxBFvtzt,2021-04-02T13:08:31+00:00,2048-04-06T05:40:48+00:00,1344,malicious
Organizational Unit: Federal Bank,"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",,2022-11-03T13:33:35+00:00,2037-05-01T06:33:37+00:00,1396,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Vivek Soneja,2013-05-03T13:33:35+00:00,2055-07-24T06:33:37+00:00,2740,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Vivek Soneja,2011-08-27T13:33:35+00:00,2050-01-08T06:33:37+00:00,3444,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",BHIM,2016-02-05T13:33:35+00:00,2059-09-21T06:33:37+00:00,1716,benign
Common Name: smgR,Common Name: bklcBIPVzk,smgR,2022-10-09T13:08:31+00:00,2037-05-05T05:40:48+00:00,1472,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",fssnet mpay,2023-12-06T13:33:35+00:00,2058-01-07T06:33:37+00:00,1460,benign
Common Name: xolbzxs,Common Name: smgR,xolbzxs,2023-11-19T13:08:31+00:00,2046-01-06T05:40:48+00:00,1344,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",CodeSigning for STATE BANK OF INDIA,2012-09-09T13:33:35+00:00,2057-02-17T06:33:37+00:00,1972,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Android,2021-07-01T13:33:35+00:00,2056-02-09T06:33:37+00:00,948,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",LOTUS,2016-09-04T13:33:35+00:00,2044-06-13T06:33:37+00:00,2996,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",LOTUS,2013-12-28T13:33:35+00:00,2059-07-18T06:33:37+00:00,1460,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",ICICI BANK,2022-08-01T13:33:35+00:00,2034-11-02T06:33:37+00:00,1204,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Vivek Soneja,2016-03-08T13:33:35+00:00,2041-10-16T06:33:37+00:00,1268,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",CodeSigning for STATE BANK OF INDIA,2012-05-17T13:33:35+00:00,2066-03-22T06:33:37+00:00,820,benign
Common Name: ljRKCxEllEZC,"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",ljRKCxEllEZC,2025-08-01T13:08:31+00:00,2042-12-19T05:40:48+00:00,640,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Bank of Baroda,2011-09-02T13:33:35+00:00,2036-11-06T06:33:37+00:00,2932,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Paytm,2017-06-04T13:33:35+00:00,2041-04-03T06:33:37+00:00,3188,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",CodeSigning for STATE BANK OF INDIA,2019-02-23T13:33:35+00:00,2057-02-05T06:33:37+00:00,2868,benign
Common Name: ljRKCxEllEZC,Common Name: PLgkDbhpriL,ljRKCxEllEZC,2023-04-28T13:08:31+00:00,2042-05-02T05:40:48+00:00,576,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india","Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",axis,2022-03-14T13:08:31+00:00,2042-06-30T05:40:48+00:00,1600,malicious
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",HDFC Bank,2013-02-09T13:33:35+00:00,2054-09-07T06:33:37+00:00,3572,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",ICICI BANK,2017-03-12T13:33:35+00:00,2037-03-29T06:33:37+00:00,2484,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: xolbzxs,的撒娇好,2024-04-23T13:08:31+00:00,2039-12-18T05:40:48+00:00,1984,malicious
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",HDFC Bank,2020-12-18T13:33:35+00:00,2045-04-03T06:33:37+00:00,2676,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2012-03-30T13:33:35+00:00,2059-01-07T06:33:37+00:00,884,benign
Common Name: xolbzxs,Common Name: bklcBIPVzk,xolbzxs,2021-08-25T13:08:31+00:00,2043-11-30T05:40:48+00:00,1792,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: uDxBFvtzt,axis,2022-12-29T13:08:31+00:00,2047-04-06T05:40:48+00:00,1792,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Bank of Baroda,2012-03-22T13:33:35+00:00,2050-07-18T06:33:37+00:00,3188,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",LOTUS,2018-06-28T13:33:35+00:00,2046-12-28T06:33:37+00:00,4084,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Paytm,2022-04-08T13:33:35+00:00,2056-01-27T06:33:37+00:00,948,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: bklcBIPVzk,的撒娇好,2022-11-25T13:08:31+00:00,2044-06-28T05:40:48+00:00,832,malicious
Common Name: ljRKCxEllEZC,Common Name: tQPtic,ljRKCxEllEZC,2024-06-15T13:08:31+00:00,2049-03-07T05:40:48+00:00,1280,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Android,2022-12-30T13:33:35+00:00,2054-10-25T06:33:37+00:00,2676,benign
Common Name: xolbzxs,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",xolbzxs,2024-10-14T13:08:31+00:00,2040-09-05T05:40:48+00:00,832,malicious
Common Name: PLgkDbhpriL,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",PLgkDbhpriL,2023-11-26T13:08:31+00:00,2049-06-16T05:40:48+00:00,1088,malicious
Common Name: ljRKCxEllEZC,Common Name: bklcBIPVzk,ljRKCxEllEZC,2025-01-14T13:08:31+00:00,2049-05-27T05:40:48+00:00,896,malicious
Common Name: uDxBFvtzt,"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",uDxBFvtzt,2025-06-23T13:08:31+00:00,2041-08-27T05:40:48+00:00,1856,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",BHIM,2014-09-20T13:33:35+00:00,2065-01-28T06:33:37+00:00,2292,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",ICICI BANK,2017-02-26T13:33:35+00:00,2057-09-18T06:33:37+00:00,3188,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US","Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Android,2025-04-14T13:08:31+00:00,2046-12-14T05:40:48+00:00,896,malicious
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: PLgkDbhpriL,sklndg,2022-09-19T13:08:31+00:00,2041-03-27T05:40:48+00:00,896,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Android,2024-05-10T13:33:35+00:00,2054-05-24T06:33:37+00:00,820,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: xolbzxs,Android,2021-05-28T13:08:31+00:00,2044-02-04T05:40:48+00:00,1216,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: PLgkDbhpriL,axis,2022-02-23T13:08:31+00:00,2040-02-23T05:40:48+00:00,1216,malicious
Organizational Unit: Federal Bank,"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",,2016-06-29T13:33:35+00:00,2046-04-02T06:33:37+00:00,3764,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",Bank of Baroda,2023-05-21T13:33:35+00:00,2060-08-01T06:33:37+00:00,948,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA","Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Dmitrii Barbasura,2024-10-29T13:08:31+00:00,2045-03-21T05:40:48+00:00,896,malicious
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: tQPtic,的撒娇好,2023-07-08T13:08:31+00:00,2048-04-17T05:40:48+00:00,1152,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",BHIM,2017-04-24T13:33:35+00:00,2045-02-05T06:33:37+00:00,3892,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Vivek Soneja,2019-07-26T13:33:35+00:00,2036-11-04T06:33:37+00:00,1780,benign
Common Name: xolbzxs,Common Name: bklcBIPVzk,xolbzxs,2023-08-14T13:08:31+00:00,2039-01-14T05:40:48+00:00,1088,malicious
Common Name: smgR,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",smgR,2022-11-23T13:08:31+00:00,2050-04-20T05:40:48+00:00,896,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",CodeSigning for STATE BANK OF INDIA,2017-01-30T13:33:35+00:00,2048-11-03T06:33:37+00:00,1716,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",Common Name: uDxBFvtzt,Dmitrii Barbasura,2021-07-29T13:08:31+00:00,2049-01-18T05:40:48+00:00,512,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",BHIM,2023-10-28T13:33:35+00:00,2047-05-14T06:33:37+00:00,2740,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Organizational Unit: Federal Bank,Paytm,2018-10-31T13:33:35+00:00,2056-06-30T06:33:37+00:00,3508,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Vivek Soneja,2017-06-28T13:33:35+00:00,2038-09-23T06:33:37+00:00,3124,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Android,2023-03-26T13:33:35+00:00,2041-03-18T06:33:37+00:00,1076,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US","Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Android,2025-01-15T13:08:31+00:00,2046-05-29T05:40:48+00:00,1280,malicious
