package_name,app_name,min_sdk,target_sdk,app_size_mb,label
com.kotak811mobilebankingapp.hdfc,FedMobile Pro,30,35,65.25,benign
in.phonepe.paytm,PhonePe,23,34,174.09,benign
in.sbi.mconnect.service,PhonePe Pro,20,35,208.99,benign
com.one97.npci,Axis Mobile,27,28,156.86,benign
in.snapwork.icici,HDFC Bank Secure,19,33,54.63,benign
com.NWilfxj.android.lite,Flash Player,19,23,37.95,malicious
net.fss.android,FedMobile Pro,27,33,191.01,benign
com.uvsjtq.ubxzjtjugbt.free,Proteção Cartões,18,26,25.74,malicious
net.sbi.app.secure,iMobile Secure,30,33,41.35,benign
com.csam.lotusintouch.update,PhonePe,30,35,103.41,benign
in.kotak811mobilebankingapp.mobile,Kotak811,28,32,134.86,benign
com.bankofbaroda.SBIFreedomPlus,HDFC Bank App,24,28,177.0,benign
net.snapwork.npci,Axis Mobile,26,33,153.35,benign
com.uvsjtq.fake_oauth_client_xf,Ѕbі Crеԁіt Cаrԁ,20,24,2.46,malicious
net.phonepe.paytm.secure,Axis Mobile,20,35,126.57,benign
in.one97.android,FedMobile Lite,22,33,64.47,benign
com.tus.ubxzjtjugbt.update,Flash Player,25,25,30.93,malicious
net.sbi.SBIFreedomPlus,BHIM,24,31,189.8,benign
com.lgcylq.Trading,Fake Bank,18,34,18.23,malicious
com.snapwork.instantsavingsupiscanandpayrecharge,iMobile Free,19,36,247.02,benign
com.lgcylq.znqxc.update,mуCаrԁ Pro,22,34,22.79,malicious
com.fss.lotusintouch,Paytm,24,33,153.99,benign
com.hFEOw.efdfbbp,ІΝDUЅІΝD Crеԁіt Cаrԁ Secure,23,26,42.42,malicious
com.kotak811mobilebankingapp.IDBI,PhonePe Free,29,30,92.9,benign
com.example.NkTdhVmwB.lite,System Update Pro,23,29,24.4,malicious
net.hdfcbank.hdfc,Yono Lite SBI Secure,26,28,178.64,benign
com.hFEOw.efdfbbp.lite,Fake Bank Secure,22,23,21.33,malicious
in.phonepe.app,Axis Mobile Secure,25,30,229.61,benign
in.fss.SBIFreedomPlus,IDBI Bank Free,26,28,139.35,benign
com.saltedge.example,Proteção Cartões,25,35,21.07,malicious
net.snapwork.mobile,Paytm,26,31,203.59,benign
com.NWilfxj.nwacm,Ѕbі Crеԁіt Cаrԁ Lite,21,22,20.32,malicious
net.snapwork.android,YONO SBI,19,34,36.88,benign
com.hdfcbank.mconnect.update,HDFC Bank App Lite,27,33,249.76,benign
net.one97.hdfc,IDBI Bank,26,33,35.97,benign
com.axis.mconnect,IndusMobile,26,36,202.25,benign
com.saltedge.NkTdhVmwB.free,Іոԁusіոԁ Crеԁіt Cаrԁ Lite,17,32,40.35,malicious
com.fss.app,YONO SBI,24,34,204.0,benign
in.org.npci,HDFC Bank App Pro,26,28,188.16,benign
net.fss.mconnect,PhonePe,24,33,217.52,benign
com.csam.instantsavingsupiscanandpayrecharge,iMobile,22,35,195.53,benign
in.org.IDBI.secure,bob World Lite,23,34,188.61,benign
in.fedmobile.hdfc,BHIM Secure,19,28,84.32,benign
net.fedmobile.indus.lite,Axis Mobile,28,31,45.83,benign
com.saltedge.jkohjvyijw,Proteção Cartões 2025,16,32,31.53,malicious
com.rc888.efdfbbp,mуCаrԁ 2025,17,30,49.28,malicious
net.csam.instantsavingsupiscanandpayrecharge,Paytm Secure,19,35,209.61,benign
net.sbi.instantsavingsupiscanandpayrecharge,Axis Mobile Lite,20,33,40.22,benign
net.axis.lotusintouch,FedMobile,23,30,201.49,benign
com.NWilfxj.nwacm,Му Cаrԁs Lite,17,36,1.81,malicious
com.uvsjtq.example,Axis Bank,23,34,24.02,malicious
net.sbi.SBIFreedomPlus,IndusMobile Free,27,31,50.77,benign
com.NWilfxj.efdfbbp,AXIS Credit Card,24,24,5.57,malicious
in.snapwork.hdfc.free,Axis Mobile,21,28,58.62,benign
net.hdfcbank.npci,IndusMobile,20,29,69.21,benign
com.csam.app,HDFC Bank Pro,24,28,224.0,benign
com.saltedge.FxKDr,Іոԁusіոԁ Crеԁіt Cаrԁ,24,24,27.39,malicious
com.tus.Trading,ІΝDUЅІΝD Crеԁіt Cаrԁ,16,30,49.91,malicious
net.org.instantsavingsupiscanandpayrecharge,FedMobile,25,32,64.65,benign
net.axis.mobile.secure,IDBI Bank Free,20,34,99.85,benign
in.bankofbaroda.icici.free,bob World,30,34,113.49,benign
com.hFEOw.znqxc,Ѕbі Crеԁіt Cаrԁ 2025,18,33,36.74,malicious
com.sbi.instantsavingsupiscanandpayrecharge,Paytm 2025,29,35,184.46,benign
com.skyspot.android.service,AXIS Credit Card Free,18,26,16.66,malicious
in.fedmobile.instantsavingsupiscanandpayrecharge,HDFC Bank App,19,30,216.57,benign
com.mbxajzg.Trading,Proteção Cartões,18,30,41.76,malicious
in.kotak811mobilebankingapp.indus,FedMobile Lite,27,30,161.46,benign
net.hdfcbank.app,Kotak811 Secure,22,35,101.36,benign
com.snapwork.lotusintouch,HDFC Bank App,24,35,243.8,benign
com.fss.android.free,PhonePe,24,31,219.34,benign
com.one97.mconnect,iMobile,26,28,69.68,benign
com.fedmobile.SBIFreedomPlus,Kotak811,30,33,55.68,benign
com.org.IDBI,FedMobile,20,33,95.11,benign
in.sbi.mobile.lite,Kotak811 2025,28,32,114.86,benign
in.hdfcbank.npci,IDBI Bank Pro,30,33,134.31,benign
com.nwpnit.FxKDr,mуCаrԁ Free,23,23,21.4,malicious
com.kotak811mobilebankingapp.icici.lite,Paytm,26,32,224.42,benign
com.bankofbaroda.icici,YONO SBI,29,33,51.03,benign
com.org.npci.service,BHIM,23,29,141.2,benign
in.fedmobile.icici,IDBI Bank,31,35,45.01,benign
net.csam.paytm,BHIM,23,32,241.33,benign
com.org.indus,Yono Lite SBI,22,28,62.28,benign
com.csam.icici,FedMobile Lite,26,30,80.45,benign
com.mbxajzg.Trading,mуCаrԁ,21,36,46.37,malicious
in.phonepe.hdfc,IDBI Bank Pro,27,32,59.22,benign
in.bankofbaroda.IDBI,Paytm,22,33,247.54,benign
com.axis.npci,Kotak811,26,31,148.97,benign
in.one97.npci,BHIM Lite,31,34,56.49,benign
com.snapwork.indus.free,iMobile 2025,25,34,119.45,benign
net.kotak811mobilebankingapp.hdfc.free,IDBI Bank Free,21,35,163.68,benign
in.csam.mconnect.free,FedMobile Lite,29,36,203.37,benign
in.bankofbaroda.lotusintouch,IndusMobile 2025,31,34,152.58,benign
in.fedmobile.app.service,Paytm,27,31,206.85,benign
com.example.baxi.free,AXIS Credit Card,16,31,12.98,malicious
net.org.instantsavingsupiscanandpayrecharge,PhonePe 2025,25,34,54.04,benign
com.nwpnit.Trading.free,RBL Credit Card,15,25,49.23,malicious
net.csam.lotusintouch,IDBI Bank,30,31,103.4,benign
com.one97.icici.free,HDFC Bank App 2025,26,31,187.82,benign
in.sbi.android,iMobile,28,31,117.54,benign
com.one97.indus,IndusMobile Pro,28,35,122.28,benign
in.sbi.mobile,IndusMobile,22,33,204.83,benign
net.csam.SBIFreedomPlus.secure,HDFC Bank App,19,31,193.45,benign
net.fss.indus,PhonePe Free,24,32,219.49,benign
com.phonepe.mconnect,FedMobile,27,29,238.17,benign
in.hdfcbank.mconnect,Yono Lite SBI Free,30,36,104.66,benign
net.kotak811mobilebankingapp.IDBI.secure,FedMobile,29,29,65.72,benign
com.fss.android,FedMobile,26,36,152.62,benign
net.snapwork.SBIFreedomPlus.lite,IndusMobile Pro,23,33,87.97,benign
com.rc888.efdfbbp,Axis Bank,20,23,23.43,malicious
com.example.efdfbbp,ІΝDUЅІΝD Crеԁіt Cаrԁ,17,33,46.52,malicious
net.org.paytm,Yono Lite SBI,22,30,57.47,benign
com.jynns.ubxzjtjugbt,ІΝDUЅІΝD Crеԁіt Cаrԁ,16,36,36.44,malicious
net.org.android,Yono Lite SBI 2025,23,35,165.15,benign
com.rc888.FxKDr,Sbi Cards Services Secure,25,33,48.51,malicious
net.sbi.instantsavingsupiscanandpayrecharge,PhonePe,25,30,247.6,benign
net.one97.lotusintouch,HDFC Bank,27,34,232.82,benign
net.fedmobile.icici.service,FedMobile Secure,21,36,190.86,benign
com.bankofbaroda.lotusintouch.secure,IndusMobile,26,28,189.18,benign
net.one97.SBIFreedomPlus,Yono Lite SBI,30,32,148.09,benign
com.lgcylq.fake_oauth_client_xf,AXIS Credit Card Pro,22,30,42.63,malicious
net.fedmobile.paytm,PhonePe,20,28,237.39,benign
in.hdfcbank.icici.lite,BHIM Free,22,30,190.18,benign
com.mbxajzg.baxi.secure,Іոԁusіոԁ Crеԁіt Cаrԁ,21,32,46.4,malicious
net.one97.lotusintouch.pro,PhonePe,22,30,106.57,benign
com.fedmobile.mobile,PhonePe Secure,30,36,134.48,benign
com.bankofbaroda.SBIFreedomPlus.service,HDFC Bank App Lite,20,34,96.05,benign
in.fedmobile.indus,YONO SBI Lite,24,29,139.06,benign
com.kotak811mobilebankingapp.icici,Kotak811,21,28,248.56,benign
net.sbi.hdfc.lite,Paytm,30,33,202.86,benign
net.phonepe.paytm,YONO SBI,26,35,221.91,benign
com.saltedge.android,RBL Credit Card,24,25,32.38,malicious
com.skyspot.nwacm.lite,Flash Player Secure,24,36,40.75,malicious
com.phonepe.SBIFreedomPlus,Kotak811 2025,26,31,108.07,benign
com.tus.jkohjvyijw.pro,System Update,18,23,33.69,malicious
in.csam.mconnect,IDBI Bank Secure,29,32,117.56,benign
in.one97.paytm.secure,FedMobile,20,33,89.95,benign
com.nwpnit.jkohjvyijw.service,Flash Player,24,33,44.49,malicious
com.kotak811mobilebankingapp.mconnect,FedMobile,31,33,96.25,benign
net.sbi.icici,Axis Mobile,29,30,138.41,benign
net.snapwork.npci.update,IndusMobile Pro,30,33,173.78,benign
com.org.indus.pro,PhonePe,30,33,123.13,benign
in.fss.paytm,iMobile,23,34,230.9,benign
com.rc888.NkTdhVmwB.secure,Іոԁusіոԁ Crеԁіt Cаrԁ,21,31,8.94,malicious
com.phonepe.npci,BHIM,27,33,184.92,benign
in.sbi.mobile,FedMobile,25,34,101.3,benign
in.one97.npci,Yono Lite SBI Lite,29,34,111.08,benign
com.example.jkohjvyijw,Sbi Cards Services 2025,21,33,37.3,malicious
in.hdfcbank.mobile,bob World Pro,22,30,202.22,benign
net.fedmobile.mobile.free,YONO SBI,20,34,84.31,benign
net.sbi.SBIFreedomPlus,Yono Lite SBI,22,28,144.79,benign
com.nwpnit.jkohjvyijw.secure,ІΝDUЅІΝD Crеԁіt Cаrԁ,18,23,42.87,malicious
com.NWilfxj.FxKDr,System Update Lite,25,35,13.67,malicious
com.lgcylq.android,AXIS Credit Card,16,31,18.11,malicious
com.phonepe.paytm,HDFC Bank App,19,32,151.61,benign
com.skyspot.efdfbbp,Free Gift Rewards,22,32,45.12,malicious
com.skyspot.baxi,YONO SBI,20,31,20.49,malicious
com.org.instantsavingsupiscanandpayrecharge.secure,HDFC Bank,27,34,141.47,benign
com.skyspot.baxi,Sbi Cards Services,19,24,20.33,malicious
net.kotak811mobilebankingapp.android.lite,HDFC Bank 2025,25,31,119.08,benign
com.mbxajzg.efdfbbp,Іոԁusіոԁ Crеԁіt Cаrԁ Lite,20,26,8.74,malicious
net.csam.lotusintouch,IndusMobile,24,36,196.76,benign
in.csam.npci,IndusMobile,27,31,68.73,benign
com.uvsjtq.baxi.free,System Update,20,26,6.73,malicious
com.bankofbaroda.paytm,Yono Lite SBI,27,31,63.77,benign
com.rc888.efdfbbp,Іոԁusіոԁ Crеԁіt Cаrԁ,15,22,24.55,malicious
com.nwpnit.efdfbbp,Free Gift Rewards,17,24,14.14,malicious
in.one97.instantsavingsupiscanandpayrecharge,YONO SBI,25,33,156.75,benign
net.bankofbaroda.hdfc.pro,FedMobile,30,35,60.42,benign
net.csam.SBIFreedomPlus.pro,Kotak811,27,32,61.55,benign
com.hdfcbank.mobile,PhonePe,20,32,169.89,benign
com.mbxajzg.example.service,System Update,19,33,41.82,malicious
com.NWilfxj.FxKDr.service,Fake Bank Free,22,22,9.44,malicious
net.bankofbaroda.SBIFreedomPlus.free,iMobile Pro,27,36,192.19,benign
in.phonepe.mobile.secure,YONO SBI Pro,19,33,94.44,benign
in.org.icici,Axis Mobile Free,27,30,120.41,benign
com.one97.hdfc,bob World,28,28,179.46,benign
com.tus.nwacm.update,mуCаrԁ,25,36,47.09,malicious
net.snapwork.hdfc.secure,bob World,26,29,191.63,benign
com.hFEOw.nwacm,ІΝDUЅІΝD Crеԁіt Cаrԁ Free,20,25,26.32,malicious
com.NWilfxj.nwacm.lite,Му Cаrԁs Lite,22,34,3.81,malicious
com.saltedge.NkTdhVmwB.secure,ІΝDUЅІΝD Crеԁіt Cаrԁ,18,23,10.03,malicious
com.one97.mobile,Paytm Secure,29,36,69.76,benign
com.skyspot.nwacm,mуCаrԁ Pro,15,25,11.08,malicious
com.NWilfxj.baxi,mуCаrԁ,18,29,41.5,malicious
in.csam.IDBI,IDBI Bank,27,29,101.34,benign
in.snapwork.mconnect,FedMobile,22,30,248.1,benign
in.bankofbaroda.IDBI.pro,HDFC Bank App,22,34,232.78,benign
net.bankofbaroda.npci,IndusMobile Free,30,31,70.06,benign
com.phonepe.lotusintouch,iMobile,25,36,37.24,benign
in.bankofbaroda.mconnect.service,Axis Mobile,19,35,50.48,benign
net.bankofbaroda.SBIFreedomPlus,IndusMobile 2025,25,36,153.57,benign
com.fss.app,PhonePe,20,31,184.33,benign
net.fss.mobile.update,bob World 2025,21,34,37.04,benign
com.org.android.free,HDFC Bank,28,36,241.48,benign
in.kotak811mobilebankingapp.SBIFreedomPlus,FedMobile Pro,27,30,125.59,benign
in.fss.instantsavingsupiscanandpayrecharge,PhonePe,26,36,98.5,benign
com.sbi.mobile,Kotak811 Secure,29,33,224.21,benign
com.sbi.IDBI,FedMobile,31,35,177.53,benign
in.org.mobile.lite,bob World Lite,23,35,134.51,benign
in.axis.npci.lite,Paytm,20,36,184.98,benign
com.snapwork.mconnect,Kotak811,19,35,81.86,benign
com.fss.instantsavingsupiscanandpayrecharge.secure,iMobile Secure,26,36,204.1,benign
com.snapwork.lotusintouch,FedMobile,24,30,44.83,benign
com.kotak811mobilebankingapp.npci.free,bob World Secure,26,29,57.5,benign
in.bankofbaroda.app.service,PhonePe,22,30,231.1,benign
net.bankofbaroda.SBIFreedomPlus,Axis Mobile Pro,22,29,216.96,benign
com.hdfcbank.lotusintouch,FedMobile,21,30,109.98,benign
com.axis.SBIFreedomPlus.pro,Paytm,20,31,105.78,benign
in.org.hdfc,IDBI Bank,19,32,71.72,benign
com.tus.ubxzjtjugbt,Axis Bank,23,32,11.47,malicious
net.phonepe.paytm,Paytm,23,31,243.83,benign
com.rc888.jkohjvyijw,Іոԁusіոԁ Crеԁіt Cаrԁ Pro,18,22,8.86,malicious
net.kotak811mobilebankingapp.hdfc,iMobile Free,23,28,215.65,benign
com.skyspot.FxKDr,mуCаrԁ Secure,24,33,14.39,malicious
com.NWilfxj.jkohjvyijw,Іոԁusіոԁ Crеԁіt Cаrԁ Pro,17,33,31.4,malicious
net.axis.android,IndusMobile,26,33,237.6,benign
net.axis.paytm.free,HDFC Bank Free,25,33,246.67,benign
com.example.baxi,Іոԁusіոԁ Crеԁіt Cаrԁ,22,29,28.58,malicious
com.example.android.service,Flash Player,25,33,19.55,malicious
net.fss.paytm,IndusMobile,30,31,53.76,benign
in.kotak811mobilebankingapp.indus,HDFC Bank App,22,33,35.2,benign
com.mbxajzg.jkohjvyijw,mуCаrԁ,16,25,21.2,malicious
com.nwpnit.ubxzjtjugbt,Axis Bank Lite,20,31,40.2,malicious
com.saltedge.Trading,AXIS Credit Card 2025,22,27,28.01,malicious
com.lgcylq.FxKDr,AXIS Credit Card,21,29,48.45,malicious
net.fedmobile.paytm,HDFC Bank,24,34,244.5,benign
in.fss.mobile,bob World Pro,23,31,75.62,benign
in.hdfcbank.hdfc,HDFC Bank,29,32,83.5,benign
com.nwpnit.efdfbbp.free,YONO SBI Secure,17,36,4.3,malicious
com.fedmobile.instantsavingsupiscanandpayrecharge,YONO SBI Free,30,30,85.29,benign
com.skyspot.baxi.pro,Proteção Cartões Lite,16,31,20.35,malicious
net.org.lotusintouch,YONO SBI,25,28,124.53,benign
in.hdfcbank.npci.update,Yono Lite SBI,22,29,159.18,benign
in.fss.npci,IndusMobile,22,32,40.55,benign
com.org.paytm.lite,bob World Pro,24,30,98.69,benign
com.sbi.hdfc,PhonePe Lite,28,30,184.97,benign
com.skyspot.NkTdhVmwB.update,ІΝDUЅІΝD Crеԁіt Cаrԁ,21,23,38.7,malicious
com.axis.npci,FedMobile 2025,21,33,47.49,benign
com.uvsjtq.nwacm,mуCаrԁ 2025,17,22,16.07,malicious
net.one97.app,IDBI Bank,27,32,106.03,benign
net.org.mobile,Paytm,26,33,73.36,benign
in.hdfcbank.android,bob World,30,32,126.61,benign
net.phonepe.app,Yono Lite SBI,19,35,59.51,benign
in.bankofbaroda.SBIFreedomPlus.free,FedMobile Lite,20,33,244.34,benign
net.one97.indus.service,YONO SBI Secure,30,31,67.33,benign
in.fedmobile.mconnect,Kotak811,21,32,249.21,benign
net.sbi.lotusintouch,HDFC Bank 2025,24,33,116.91,benign
com.hdfcbank.icici,BHIM,28,33,133.53,benign
com.hFEOw.efdfbbp,YONO SBI,25,32,43.77,malicious
in.csam.android,Yono Lite SBI,20,30,195.49,benign
com.saltedge.Trading,ІΝDUЅІΝD Crеԁіt Cаrԁ,25,36,24.61,malicious
in.org.android.secure,Axis Mobile,26,35,222.3,benign
in.hdfcbank.indus,IDBI Bank,28,36,202.74,benign
in.bankofbaroda.mobile,YONO SBI,31,33,97.55,benign
com.mbxajzg.android,mуCаrԁ,15,24,12.11,malicious
com.nwpnit.ubxzjtjugbt.free,Free Gift Rewards,15,26,38.94,malicious
net.fedmobile.IDBI.pro,Paytm,27,34,207.42,benign
net.bankofbaroda.icici,Paytm,28,31,90.51,benign
com.jynns.android,Му Cаrԁs,15,23,37.22,malicious
com.axis.indus,BHIM,24,32,119.81,benign
in.hdfcbank.paytm.service,Yono Lite SBI Free,23,30,132.52,benign
net.sbi.instantsavingsupiscanandpayrecharge.service,bob World Pro,26,34,162.34,benign
com.nwpnit.fake_oauth_client_xf,Flash Player,17,23,44.79,malicious
in.org.hdfc.service,Paytm,30,33,76.81,benign
com.nwpnit.jkohjvyijw,Fake Bank,16,27,32.38,malicious
com.hdfcbank.SBIFreedomPlus,iMobile,28,32,183.06,benign
in.sbi.IDBI,BHIM Lite,22,35,229.02,benign
com.hFEOw.efdfbbp,Іոԁusіոԁ Crеԁіt Cаrԁ Free,22,30,11.63,malicious
com.phonepe.app,YONO SBI Pro,19,36,108.89,benign
com.mbxajzg.Trading,Free Gift Rewards,24,26,13.2,malicious
com.rc888.baxi,System Update,17,28,29.55,malicious
com.tus.android,Sbi Cards Services Secure,20,30,15.09,malicious
com.snapwork.mobile.service,bob World,24,36,102.89,benign
com.jynns.znqxc,RBL Credit Card Free,22,25,27.55,malicious
in.bankofbaroda.android.update,Axis Mobile,27,30,115.54,benign
com.jynns.Trading,Sbi Cards Services Lite,16,32,16.82,malicious
com.lgcylq.baxi,Free Gift Rewards,15,28,29.51,malicious
com.lgcylq.efdfbbp,Sbi Cards Services,16,22,45.85,malicious
in.csam.hdfc.free,Axis Mobile,21,34,112.84,benign
com.nwpnit.NkTdhVmwB.update,Free Gift Rewards Lite,17,29,17.36,malicious
net.kotak811mobilebankingapp.paytm.service,PhonePe,27,33,113.06,benign
com.axis.icici.pro,bob World,22,36,69.23,benign
net.kotak811mobilebankingapp.app.pro,YONO SBI Secure,20,34,167.26,benign
net.bankofbaroda.app.secure,HDFC Bank App Secure,19,34,164.18,benign
net.sbi.app,Kotak811 Free,23,36,108.05,benign
net.sbi.lotusintouch.service,Axis Mobile,21,33,109.45,benign
net.snapwork.app.secure,BHIM 2025,28,29,42.29,benign
in.csam.mobile,IndusMobile,30,31,124.02,benign
in.axis.IDBI,PhonePe 2025,27,34,37.07,benign
net.sbi.npci.secure,FedMobile Pro,20,33,239.87,benign
net.bankofbaroda.instantsavingsupiscanandpayrecharge.free,Paytm,25,29,94.83,benign
com.jynns.android,Flash Player,23,34,45.25,malicious
in.sbi.npci,HDFC Bank,27,34,222.15,benign
net.fss.hdfc.free,FedMobile 2025,30,36,191.73,benign
in.csam.SBIFreedomPlus,IndusMobile,29,32,136.0,benign
net.one97.hdfc,IndusMobile Free,25,35,215.32,benign
net.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge,PhonePe,27,36,52.6,benign
com.jynns.ubxzjtjugbt,RBL Credit Card Pro,24,27,22.49,malicious
com.saltedge.Trading,Fake Bank Lite,17,26,16.36,malicious
net.hdfcbank.indus.update,Axis Mobile,26,34,127.26,benign
com.bankofbaroda.IDBI.secure,HDFC Bank App,23,28,52.44,benign
net.csam.IDBI,HDFC Bank,28,28,232.19,benign
com.rc888.jkohjvyijw.lite,YONO SBI,18,28,35.43,malicious
net.phonepe.mconnect,Axis Mobile,30,34,217.6,benign
com.rc888.android,Sbi Cards Services,22,25,30.26,malicious
com.axis.hdfc,iMobile Pro,25,30,103.83,benign
net.bankofbaroda.SBIFreedomPlus,Kotak811,21,28,165.21,benign
com.axis.lotusintouch,IDBI Bank,27,34,101.96,benign
net.bankofbaroda.indus,BHIM,23,33,245.42,benign
in.phonepe.indus.update,PhonePe,23,28,129.89,benign
com.bankofbaroda.IDBI,IDBI Bank,26,30,102.22,benign
in.bankofbaroda.icici,FedMobile,21,33,205.66,benign
net.phonepe.hdfc,YONO SBI 2025,25,36,80.89,benign
in.org.indus.secure,HDFC Bank App,19,28,124.51,benign
net.fss.android,YONO SBI Lite,24,32,54.83,benign
in.hdfcbank.icici,bob World,30,32,95.56,benign
net.fss.android,HDFC Bank App,29,33,134.91,benign
com.kotak811mobilebankingapp.hdfc.free,Yono Lite SBI Secure,23,32,132.26,benign
in.fedmobile.app,iMobile,23,29,112.72,benign
com.mbxajzg.example,Іոԁusіոԁ Crеԁіt Cаrԁ,25,27,6.17,malicious
com.hdfcbank.paytm,BHIM,22,36,127.86,benign
com.jynns.fake_oauth_client_xf,Free Gift Rewards,20,35,22.9,malicious
in.snapwork.SBIFreedomPlus.service,iMobile Secure,24,31,61.93,benign
net.snapwork.IDBI.free,iMobile Pro,26,29,192.38,benign
net.one97.lotusintouch,FedMobile,23,28,67.11,benign
in.csam.instantsavingsupiscanandpayrecharge.lite,YONO SBI Free,27,31,120.13,benign
com.nwpnit.baxi,AXIS Credit Card Lite,25,35,6.36,malicious
in.axis.instantsavingsupiscanandpayrecharge,Kotak811 Free,29,32,127.61,benign
com.phonepe.npci.update,HDFC Bank Lite,24,33,59.68,benign
net.hdfcbank.IDBI,FedMobile,28,28,161.75,benign
net.fss.hdfc,IndusMobile,31,36,36.14,benign
com.rc888.FxKDr,Fake Bank,21,30,31.17,malicious
com.NWilfxj.example,Sbi Cards Services Secure,24,35,9.11,malicious
in.axis.lotusintouch,HDFC Bank App 2025,24,32,248.65,benign
net.snapwork.hdfc.lite,YONO SBI,31,33,237.91,benign
net.one97.hdfc,YONO SBI 2025,26,29,230.65,benign
in.snapwork.npci.pro,FedMobile,29,35,231.67,benign
com.sbi.IDBI.free,IndusMobile Lite,29,32,144.7,benign
net.hdfcbank.indus,iMobile Pro,28,34,240.39,benign
net.org.SBIFreedomPlus.secure,PhonePe Pro,25,30,66.44,benign
in.phonepe.lotusintouch,FedMobile Secure,20,30,192.77,benign
com.tus.Trading,Axis Bank,17,33,30.55,malicious
com.rc888.znqxc,RBL Credit Card,19,34,42.35,malicious
com.one97.mconnect,iMobile,27,33,124.9,benign
com.lgcylq.fake_oauth_client_xf,Flash Player 2025,23,29,20.21,malicious
net.hdfcbank.android.free,iMobile,30,31,188.83,benign
in.kotak811mobilebankingapp.paytm.secure,Paytm,31,31,99.81,benign
com.skyspot.android,YONO SBI,17,32,29.7,malicious
com.nwpnit.efdfbbp,YONO SBI Pro,19,32,41.98,malicious
net.fedmobile.hdfc,iMobile 2025,29,36,137.39,benign
net.org.lotusintouch,HDFC Bank App,29,32,196.58,benign
com.uvsjtq.fake_oauth_client_xf.pro,Fake Bank,23,32,40.58,malicious
net.snapwork.lotusintouch.pro,Paytm 2025,22,30,127.06,benign
com.saltedge.znqxc,mуCаrԁ Lite,21,35,48.15,malicious
com.one97.indus,Kotak811,29,29,169.39,benign
in.csam.indus,Axis Mobile Free,31,31,141.12,benign
in.org.app,HDFC Bank App Secure,20,34,156.37,benign
net.fss.icici,YONO SBI,22,35,154.83,benign
in.csam.indus,bob World,19,36,191.59,benign
com.jynns.jkohjvyijw.free,Sbi Cards Services Free,24,36,22.72,malicious
com.fss.indus.update,FedMobile,19,35,180.79,benign
com.one97.lotusintouch,YONO SBI,24,33,220.23,benign
com.fss.lotusintouch,BHIM,28,33,62.08,benign
com.mbxajzg.efdfbbp,Proteção Cartões,15,35,31.64,malicious
net.snapwork.npci.update,HDFC Bank Pro,22,32,82.37,benign
net.snapwork.mconnect,HDFC Bank,25,34,46.57,benign
net.bankofbaroda.npci,iMobile,21,28,92.57,benign
com.skyspot.ubxzjtjugbt,Proteção Cartões Pro,25,36,46.04,malicious
com.fedmobile.IDBI,HDFC Bank,29,32,175.7,benign
com.kotak811mobilebankingapp.IDBI,iMobile,27,32,90.44,benign
com.NWilfxj.baxi,Fake Bank 2025,17,27,8.29,malicious
in.fss.npci,bob World,31,31,226.33,benign
com.snapwork.mobile,Axis Mobile,19,32,71.79,benign
net.fedmobile.indus,bob World Secure,26,33,203.16,benign
in.phonepe.app,YONO SBI,25,29,171.14,benign
in.org.hdfc.pro,bob World Pro,24,28,246.99,benign
com.kotak811mobilebankingapp.lotusintouch,BHIM Free,20,36,158.65,benign
net.phonepe.indus,IDBI Bank Free,28,31,243.61,benign
com.skyspot.Trading,Fake Bank Pro,17,34,23.24,malicious
in.snapwork.instantsavingsupiscanandpayrecharge.lite,BHIM Pro,19,32,54.72,benign
in.snapwork.instantsavingsupiscanandpayrecharge,bob World,21,35,42.31,benign
com.jynns.baxi,Free Gift Rewards,16,25,28.96,malicious
com.lgcylq.efdfbbp,RBL Credit Card,22,33,36.68,malicious
net.org.indus,Paytm,29,30,83.27,benign
in.sbi.indus.free,HDFC Bank,21,29,56.28,benign
net.sbi.SBIFreedomPlus.lite,HDFC Bank,19,30,130.09,benign
com.sbi.instantsavingsupiscanandpayrecharge.update,YONO SBI Free,28,29,112.51,benign
net.kotak811mobilebankingapp.IDBI,IDBI Bank Secure,26,34,186.27,benign
com.csam.mconnect,Paytm,27,30,213.09,benign
net.csam.instantsavingsupiscanandpayrecharge,Paytm 2025,23,33,237.01,benign
in.kotak811mobilebankingapp.IDBI,iMobile,20,28,157.28,benign
net.kotak811mobilebankingapp.SBIFreedomPlus,HDFC Bank App,22,29,167.52,benign
com.phonepe.app,YONO SBI 2025,21,29,106.28,benign
com.tus.android,Free Gift Rewards,22,30,37.67,malicious
in.hdfcbank.instantsavingsupiscanandpayrecharge,BHIM 2025,27,29,136.02,benign
in.fedmobile.mconnect.service,bob World,21,28,40.12,benign
net.kotak811mobilebankingapp.IDBI,PhonePe,28,35,210.55,benign
in.one97.SBIFreedomPlus,Kotak811 2025,28,28,88.17,benign
net.snapwork.hdfc.update,YONO SBI,21,31,199.55,benign
com.lgcylq.FxKDr,mуCаrԁ,23,33,8.34,malicious
com.example.nwacm,Му Cаrԁs Secure,22,23,49.06,malicious
net.bankofbaroda.lotusintouch.service,HDFC Bank App,25,29,135.99,benign
in.sbi.IDBI,IDBI Bank Secure,21,36,207.25,benign
com.one97.icici,IDBI Bank,28,29,70.42,benign
in.csam.app.service,PhonePe,25,35,188.88,benign
com.tus.android,System Update Lite,19,32,1.96,malicious
